time,open,high,low,close,tick_volume,spread,real_volume
2023-09-25 08:00:00+00:00,1.06486,1.06499,1.06418,1.06437,1034,6,0
2023-09-25 09:00:00+00:00,1.06438,1.06529,1.06424,1.06459,1979,6,0
2023-09-25 10:00:00+00:00,1.06459,1.06526,1.06312,1.06378,2333,6,0
2023-09-25 11:00:00+00:00,1.0637699999999999,1.0642800000000001,1.0624,1.06254,3703,6,0
2023-09-25 12:00:00+00:00,1.06254,1.06366,1.06237,1.06345,2877,6,0
2023-09-25 13:00:00+00:00,1.06345,1.06414,1.06335,1.06369,2276,6,0
2023-09-25 14:00:00+00:00,1.0637,1.06432,1.0629,1.06302,2319,6,0
2023-09-25 15:00:00+00:00,1.06302,1.06344,1.0619,1.06218,3124,6,0
2023-09-25 16:00:00+00:00,1.06218,1.06241,1.05956,1.06017,4300,6,0
2023-09-25 17:00:00+00:00,1.06017,1.06067,1.05751,1.05771,4767,6,0
2023-09-25 18:00:00+00:00,1.05772,1.05926,1.05757,1.05898,3442,6,0
2023-09-25 19:00:00+00:00,1.05898,1.0596,1.05874,1.05887,2700,6,0
2023-09-25 20:00:00+00:00,1.05888,1.05972,1.05884,1.05945,1932,6,0
2023-09-25 21:00:00+00:00,1.05948,1.05986,1.05854,1.05867,1649,6,0
2023-09-25 22:00:00+00:00,1.05867,1.0593,1.05851,1.05926,1977,6,0
2023-09-25 23:00:00+00:00,1.05924,1.05946,1.05908,1.05917,1790,6,0
2023-09-26 00:00:00+00:00,1.05917,1.05931,1.05884,1.05913,684,8,0
2023-09-26 01:00:00+00:00,1.05912,1.05963,1.05908,1.05936,1020,6,0
2023-09-26 02:00:00+00:00,1.05936,1.05949,1.0591,1.05911,655,6,0
2023-09-26 03:00:00+00:00,1.05911,1.05918,1.05804,1.0584,1587,6,0
2023-09-26 04:00:00+00:00,1.0584,1.05874,1.0583,1.05862,1978,6,0
2023-09-26 05:00:00+00:00,1.05862,1.05873,1.05798,1.05798,1583,6,0
2023-09-26 06:00:00+00:00,1.05798,1.05865,1.05781,1.05856,1029,6,0
2023-09-26 07:00:00+00:00,1.05856,1.05927,1.0584,1.05924,1066,6,0
2023-09-26 08:00:00+00:00,1.05923,1.05928,1.05817,1.05875,1235,6,0
2023-09-26 09:00:00+00:00,1.05875,1.05886,1.0570599999999999,1.05713,2768,6,0
2023-09-26 10:00:00+00:00,1.05712,1.05885,1.05697,1.05846,3486,6,0
2023-09-26 11:00:00+00:00,1.05847,1.05996,1.05824,1.05955,3147,6,0
2023-09-26 12:00:00+00:00,1.05959,1.06027,1.0593,1.05971,2523,6,0
2023-09-26 13:00:00+00:00,1.05971,1.06013,1.05928,1.05958,2159,6,0
2023-09-26 14:00:00+00:00,1.05957,1.06033,1.05893,1.05991,2521,6,0
2023-09-26 15:00:00+00:00,1.0599,1.06088,1.05983,1.06054,3755,6,0
2023-09-26 16:00:00+00:00,1.06054,1.06062,1.05851,1.05918,4289,6,0
2023-09-26 17:00:00+00:00,1.05919,1.05985,1.0578,1.05835,5331,6,0
2023-09-26 18:00:00+00:00,1.05834,1.05841,1.05674,1.0572300000000001,3419,6,0
2023-09-26 19:00:00+00:00,1.05726,1.05764,1.05678,1.05689,2060,6,0
2023-09-26 20:00:00+00:00,1.05689,1.05759,1.05668,1.05705,1687,6,0
2023-09-26 21:00:00+00:00,1.0570599999999999,1.05713,1.05616,1.05659,2281,6,0
2023-09-26 22:00:00+00:00,1.0566,1.05717,1.05642,1.05697,2120,6,0
2023-09-26 23:00:00+00:00,1.05699,1.0575,1.05692,1.05716,1454,6,0
2023-09-27 00:00:00+00:00,1.05678,1.0572300000000001,1.05675,1.05707,384,6,0
2023-09-27 01:00:00+00:00,1.05707,1.05737,1.05691,1.05711,776,6,0
2023-09-27 02:00:00+00:00,1.05711,1.05729,1.05675,1.05688,757,6,0
2023-09-27 03:00:00+00:00,1.05688,1.05719,1.05557,1.05596,1379,6,0
2023-09-27 04:00:00+00:00,1.05596,1.05698,1.05586,1.05691,1935,6,0
2023-09-27 05:00:00+00:00,1.05693,1.05694,1.05586,1.05642,1476,6,0
2023-09-27 06:00:00+00:00,1.05643,1.05647,1.05593,1.05617,1263,6,0
2023-09-27 07:00:00+00:00,1.05617,1.0563,1.05569,1.05599,1773,6,0
2023-09-27 08:00:00+00:00,1.05599,1.05638,1.05546,1.05599,1763,6,0
2023-09-27 09:00:00+00:00,1.05597,1.0570599999999999,1.0557,1.05689,2708,6,0
2023-09-27 10:00:00+00:00,1.0569,1.05737,1.05644,1.05651,3063,6,0
2023-09-27 11:00:00+00:00,1.0565,1.05695,1.05569,1.05594,2844,6,0
2023-09-27 12:00:00+00:00,1.05595,1.05634,1.05528,1.05596,2868,6,0
2023-09-27 13:00:00+00:00,1.05597,1.05616,1.05521,1.0554,2259,6,0
2023-09-27 14:00:00+00:00,1.0554,1.05545,1.05341,1.05392,3184,6,0
2023-09-27 15:00:00+00:00,1.05392,1.05507,1.05345,1.05465,4442,6,0
2023-09-27 16:00:00+00:00,1.05461,1.05485,1.05119,1.052,4685,6,0
2023-09-27 17:00:00+00:00,1.052,1.05256,1.05081,1.05084,5413,6,0
2023-09-27 18:00:00+00:00,1.05085,1.05237,1.05078,1.05085,4203,6,0
2023-09-27 19:00:00+00:00,1.05086,1.05096,1.05004,1.05027,3441,6,0
2023-09-27 20:00:00+00:00,1.05028,1.05104,1.04901,1.04986,4021,6,0
2023-09-27 21:00:00+00:00,1.04986,1.05089,1.04877,1.05067,3304,6,0
2023-09-27 22:00:00+00:00,1.05067,1.05185,1.0501,1.05053,3202,6,0
2023-09-27 23:00:00+00:00,1.05055,1.05056,1.04982,1.05026,1399,6,0
2023-09-28 00:00:00+00:00,1.05045,1.0507900000000001,1.05009,1.05049,645,6,0
2023-09-28 01:00:00+00:00,1.05047,1.05072,1.05028,1.05031,1858,6,0
2023-09-28 02:00:00+00:00,1.05033,1.05068,1.05019,1.05051,932,6,0
2023-09-28 03:00:00+00:00,1.05051,1.0515,1.05047,1.05148,1589,6,0
2023-09-28 04:00:00+00:00,1.05148,1.05159,1.05094,1.05102,2135,6,0
2023-09-28 05:00:00+00:00,1.05102,1.05115,1.04985,1.04992,1269,6,0
2023-09-28 06:00:00+00:00,1.04992,1.05052,1.0499,1.05038,1286,6,0
2023-09-28 07:00:00+00:00,1.05038,1.05057,1.04967,1.05039,1447,6,0
2023-09-28 08:00:00+00:00,1.05039,1.05094,1.04956,1.05087,2062,6,0
2023-09-28 09:00:00+00:00,1.05087,1.05088,1.04906,1.04946,2838,6,0
2023-09-28 10:00:00+00:00,1.04949,1.05187,1.0493999999999999,1.05083,4067,6,0
2023-09-28 11:00:00+00:00,1.05089,1.0524,1.05044,1.05162,4030,6,0
2023-09-28 12:00:00+00:00,1.05164,1.05411,1.0515,1.05389,4127,6,0
2023-09-28 13:00:00+00:00,1.05392,1.05416,1.05315,1.05393,2699,6,0
2023-09-28 14:00:00+00:00,1.05394,1.05479,1.05369,1.05412,1947,6,0
2023-09-28 15:00:00+00:00,1.05413,1.0557,1.05175,1.0518,6268,6,0
2023-09-28 16:00:00+00:00,1.05179,1.05545,1.05176,1.05492,6549,6,0
2023-09-28 17:00:00+00:00,1.05491,1.05675,1.05453,1.05627,5276,6,0
2023-09-28 18:00:00+00:00,1.05625,1.05785,1.05577,1.0576,3919,6,0
2023-09-28 19:00:00+00:00,1.0576,1.05781,1.0556,1.05576,2889,6,0
2023-09-28 20:00:00+00:00,1.05575,1.05638,1.05498,1.05506,2812,6,0
2023-09-28 21:00:00+00:00,1.05506,1.05642,1.05494,1.05546,2353,6,0
2023-09-28 22:00:00+00:00,1.05547,1.05642,1.05523,1.05639,2144,6,0
2023-09-28 23:00:00+00:00,1.05639,1.0567,1.05625,1.05657,1523,6,0
2023-09-29 00:00:00+00:00,1.05576,1.05662,1.05565,1.05637,431,7,0
2023-09-29 01:00:00+00:00,1.05637,1.05674,1.05627,1.05647,650,6,0
2023-09-29 02:00:00+00:00,1.05648,1.0565,1.05617,1.0562,1516,6,0
2023-09-29 03:00:00+00:00,1.0562,1.05645,1.05578,1.05638,1206,6,0
